Bucket Number,Bucket
353,"multithreaded, multithreading, singlethreaded, multithreaded programming, multithreaded process, multithreaded application, multithreaded program, example multithreading"
354,"location, transparency, location independence, independence, location transparency, transparent, transparent user, mobility"
355,"forkjoin, sumtask, sum, java forkjoin, int, array, summation, java"
356,"march, october, february, november, july, june, october june, march july november"
357,"ecc, ecc field, incorrect, error, incorrect ecc, ecc error, crash disk, value ecc"
358,"sort, sor, head, input, file sort, output, standard output, file descriptor"
359,"directory user, ufd, user file, directory user file, file directory user, directory, file user, user"
360,"controller, device controller, controller device, device, electronic component, basic hardware element, component electronic component, component electronic"
361,"sandboxing, sandbox, apple, method sandboxing, profile, run sandbox, restricted, macos"
362,"macro, document, macro virus, visual basic, file macro, visual, virus, office"
363,"chapter exercise, exercise, exercise chapter, exercise chapter exercise, chapter exercise chapter, exercise exercise chapter, chapter exercise exercise, exercise exercise"
364,"protection, languagebased, languagebased protection, enforcement, cap, protection policy, programming language, language"
365,"blocked, running blocked, blocking, thread continue, thread, thread state, thandles, thread state ready"
366,"hypervisor, sensitive instruction, sensitive, trap hypervisor, instruction, trap, instruction guest, hypercalls"
367,"char, include, shared memory object, int, shared memory, memory object, buf, ssize"
368,"file file, file file file, file write, existing file, written written locally, formatted rigidly common, include appending, truefor file particular"
369,"criticalsection problem, criticalsection, solution criticalsection problem, solution criticalsection, petersons solution, petersons, solution, problem"
370,"tracing, statistic, monitoring, tracing counter, counter, report, tool, profiling"
371,"biometrics, recognition, fingerprint, iris, biometric, iris recognition, enrollment, voice"
372,"current time, time day, day, current, date, time, date time, return current time"
373,"web server, multithreaded web, multithreaded web server, multithreaded, web, server, singlethreaded, multithreaded server"
374,"checksum, consistency, computes checksum, checksummed, file checksum, checksum file, checksum incorrect, write virus"
375,"live migration, migration, live, migrating, migrating virtual machine, migrating virtual, virtual machine, problem arise migrating"
376,"fig shown fig, fig shown, shown fig shown, shown fig, shown, fig, message marked fig, module shown fig"
377,"object manager, executive, object, object type, executive component, manager, create new type, provided object manager"
378,"page table, entry page, inverted page table, inverted page, inverted, table, page table entry, page directory"
379,"compare swap, compare, compare swap instruction, swap instruction, swap, node, old node, node old"
380,"fig example, example fig, example fig example, fig example fig, fig, fig let, matrix fig, example"
381,"exception, exception handler, handler, debugger, exception port, handle exception, error handler, exception dispatcher"
382,"event, occurrence, eventdriven, driven, paradigm, let occur, algorithmic event, algorithmic event driven"
383,"security descriptor, dacl, descriptor, security, sacl, dacl sacl, object security, object security descriptor"
384,"consult, end chapter, bibliographical, bibliographical note, bibliographical note end, note end, note end chapter, bibliography end chapter"
385,"signal, signal thread, deliver signal, delivered thread, delivered, deliver signal thread, signal need, signal thread process"
386,"turn, best, random, end, pick come, exit said, job pick random, halt turn algorithm"
387,"packet, ipq, request packet, packet packet, skbuff, chain, fragment, matched"
388,"trap, mode, mode bit, user mode, mach msg, mode kernel, trap kernel, msg"
389,"cpu busy, busy, cpu, process want cpu, waiting, want cpu, cpu waiting, cpu given"
390,"attribute, file attribute, attribute file, file attribute file, creator, creator file attribute, property file displayed, consist file creator"
391,"clustered, general structure, darwin, structure clustered, general structure clustered, structure, organized follows, clustering"
392,"illustrated figure, illustrated, situation illustrated figure, figure illustrated, illustrated figure situation, figure situation, situation illustrated, figure"
393,"size size, size, extent, size predetermined, easy scale, size size predetermined, size working, size working set"
394,"identifier, process identifier, process identity, identity, process identified process, identity environment, process identity environment, context process identity"
395,"sjf, sjf scheduling, sjf algorithm, scheduling, millisecond process, algorithm sjf, sjf scheduling algorithm, nonpreemptive sjf"
396,"queue, queued, request queued, queue device, pending, request, process issue request, request placed"
397,"atomic, atomic integer, integer, counter counter, atomic variable, counter counter counter, counter, temp"
398,"program counter, counter, current activity process, program counter saved, logical program counter, logical program, counter saved, current activity"
399,"woman, entry following, entry following entry, following entry following, entry, following entry, entry unchanged, omit entry unchanged"
400,"cable, ethernet, lan, fiber, optical fiber, optical, ethernet network, wifi"
401,"site, failed, failure, failed site, site failed, site failure, link, site failed site"
402,"tuple, tuple space, tuple tuple space, tuple tuple, tuple space tuple, tuple field, space tuple, tuples"
403,"device number, minor device number, minor device, minor, devsda, major device number, major device, major minor"
404,"figure structure, structure shown, shown figure, shown figure structure, shown, structure shown figure, structure process shown, figure structure process"
405,"register, set register, register register, register set, multiple set register, multiple set, provide multiple, count register register"
406,"solaris, version solaris, later version solaris, solaris commercial, solaris implementation, venus, sun, solaris operating"
407,"packet, tcp, protocol, reliable, datagram, unreliable, reliable transport, outoforder packet"
408,"circular wait, circular, boundedwaiting, circularwait, boundedwaiting requirement, wait, condition, boundedwaiting requirement met"
409,"provided operating, service provided operating, call, service, call provide, operating service, service provided, service available operating"
410,"hydra, amplification, hydra hydra, powerful hydra, type amplification, kind right, right amplification, kind right amplification"
411,"unsafe, safe, safe state, unsafe state, state unsafe, state, state safe, state safe state"
412,"russinovich, russinovich russinovich, russinovich russinovich russinovich, alexander, ohallaron russinovich, russinovich russinovich bryant, smith alexander part, russinovich solomon"
413,"peertopeer, peer, clientserver, napster, node, peertopeer computing, peertopeer configuration, gnutella"
414,"linux kernel, kernel version, linux kernel version, revision, version, linux, minorversion, number denotes"
415,"nonvolatile, content power, volatile, loses content, power turned, nonvolatile ram, lost, loses"
416,"replace page, replace, replaced, replaced page, longest, page replaced, given second chance, given second"
417,"process creation, creation, process created, process object, new process, created, create process, create new process"
418,"information information, information, issue save, interested thing, interested response come, information technical identification, interested response, information tanenbaum wetherall"
419,"sequence, sequence sequence, sequence event, insert sequence, sequence ending possibility, sequence event follows, increase potential consistency, guarantee completion sequence"
420,"blocking call, nonblocking, blocking, call, asynchronous call, nonblocking call, unblock, call called"
421,"ready queue, queue, ready, process ready queue, run queue, process ready, perprocessor, scheduler select process"
422,"development edition, love linux kernel, development edition developer, kernel development edition, developer library, linux kernel development, edition developer library, edition developer"
423,"guest, guest operating, guest process, guest run, native operating, host guest, process guest, guest operating system"
424,"fortran, fortran compiler, cobol, compiler, fortran cobol, fortran job, load fortran, fortran program"
425,"mcdougall, mauro mcdougall, mauro, mcdougall mauro mcdougall, mcdougall mauro, mauro mcdougall mauro, mcdougall mcdougall mauro, mauro mcdougall mcdougall"
426,"hadoop, mapreduce, gfs, hadoop framework, hadoop distributed, data server, distributed, framework"
427,"program execution, execution process, program execution process, execution, process program execution, process program, associated program considered, program considered separate"
428,"chapter synchronization, chapter synchronization tool, synchronization, synchronization tool, chapter synchronization example, synchronization example, tool, chapter"
429,"shared page, sharing, sharing page, shared, page sharing, page containing unrelated, unrelated shared, unrelated shared variable"
430,"decade, development, gone, history, repeat, generation, world, period decade"
431,"point, point bedroom, point important worth, west point site, street elementary school, stuck street elementary, stuck street, point stuck"
432,"killer, outofmemory, outofmemory killer, oom, android outofmemory killer, android outofmemory, kill, oom adj"
433,"cloud chap, virtualization cloud chap, virtualization cloud, cloud, chap virtualization, cloud chap virtualization, chap virtualization cloud, virtualization"
434,"tick, page referenced, clock, referenced, clock tick, current clock tick, referenced current clock, referenced current"
435,"message, copydata, copy message, copying, copying message, copied, copy, message sent"
436,"hypervisors, hypervisor, bios bios, hypervisor operating, type hypervisor, bios, type hypervisors, bios bios bios"
437,"message queue, queue, message, adjacent module, queue adjacent module, queue adjacent, adjacent, program message queue"
438,"pipe, file pipe, pipe read, readfile writefile function, writefile function, process file pipe, readfile writefile, pipe accomplished"
439,"request request request, request request, request, suppose request buddy, help suppose, complete opened, marked completed, buddy satisfy request"
440,"cluster, clustering, system cluster, traffic flow, parallel cluster, node, clusterbased, clustered"
441,"segmentation, pure segmentation, segmentation paging, pure, paging, segment, descriptor segment, paging segmentation"
442,"mutual exclusion, exclusion, mutual, achieving mutual, achieving mutual exclusion, mutualexclusion, exclusion mutual exclusion, strict alternation"
443,"volume, volume directory, specify volume, unmounted volume, separate volume, mounted volume, mounted, unmounted"
444,"signature, digital, digital signature, hash, hash function, sign, authenticity, digitally"
445,"zombie, botnets, website, malware, spam, criminal, criminal activity, botnet"
446,"openmp, directive, compiler directive, omp, parallel, pragma, pragma omp, omp parallel"
447,"mode, switch, kernel mode, corresponding kernel, mode thread, kernel thread, user mode, switch corresponding"
448,"bcc, ebpf, toolkit, bcc toolkit, tracing, bpf, ebpf instruction, tool"
449,"cpu scheduling, chapter cpu, chapter cpu scheduling, scheduling chapter, cpu scheduling chapter, scheduling chapter cpu, scheduling, chapter"
450,"license, licensee, software, licensing issue software, description module, licensor, description module author, company license"
451,"acyclicgraph, acyclic, graph, acyclicgraph directory, acyclic graph, acyclicgraph directory structure, general graph, general graph directory"
452,"ack, data packet, packet, seq, ack packet, waiting ack, data ack, seq data"
453,"library procedure, library, procedure, call, collection library procedure, collection library, calling library, calling library procedure"
454,"search, linear search, linear, searching, speed searching, search time, large directory, long"
455,"node, process node, overloaded, node overloaded, node looking, process node process, overloaded node, node process node"
456,"unicode, ascii, milli, ascii unicode, string, characterstring, character, character set"
457,"raw mode, raw, mode, canonical mode, cooked mode, discipline, terminal, cooked"
458,"memoryaccess time, memoryaccess, effective, nanosecond, time nanosecond, memory access, access time, effective memory access"
459,"interface, interface simple, interface user interface, interface described, interface interface, generator, interface user, generator stub generator"
460,"copy file, program copy, abc xyz, xyz, file file copy, program copy file, copy, copyfile"
461,"macintosh, apple, gui, steve job, apple macintosh, steve, xerox, lisa"
462,"pointer, function pointer, object type contains, type contains, type contains pointer, function passed pointer, pointer function table, passed pointer"
463,"distributed file, distributed, distributed file system, distributed look like, file system, distributed look, file distributed, use today"
464,"chopstick, philosopher, pick chopstick, philosopher pick, pick, right chopstick, hungry, left chopstick"
465,"cycle, graph, cycle graph, cycle algorithm, contain cycle, contains cycle, graph contains cycle, graph contains"
466,"trojan, horse, trojan horse, trojan horse attack, containing trojan, horse attack, trojan horse run, called trojan horse"
467,"abstraction, away concept, abstracted away, abstracted away concept, create abstraction, operating abstraction, abstracted, process abstraction"
468,"function function, function, predecessor function, predecessor, void, know void, infeasible void us, infeasible void"
469,"student, chair, hallway, help, helping student, chair hallway, office hour, helping"
470,"memory address, address generated, generated running, sequence memory address, interested sequence, interested sequence memory, memory address interested, generated running program"
471,"character, buffered, character buffered, character time, character stream, read character, character typed, block character"
472,"chapter deadlock, deadlock, deadlock chapter, deadlock chapter deadlock, figure chapter deadlock, chapter, deadlock figure chapter, chapter deadlock figure"
473,"content provider, provider, contentresolver, content, uri, query, contentresolver method, content provider application"
474,"nmap, scanning, port scanning, port, vulnerability, port scanner, insecure orgnmap, like nmap"
475,"mckusick, mckusick mckusick, mckusick mckusick mckusick, file mckusick, fast file mckusick, described mckusick, berkeley fast file, berkeley fast"
476,"linux chapter linux, linux chapter, chapter linux, chapter linux chapter, chapter, chapter chapter, linux, mach chapter appeared"
477,"shared library, library, shared, shared library come, library come, library libc, libc, world referred dll"
478,"internal fragmentation, fragmentation, internal, page size, large page, large page size, size, small page size"
479,"lseek, position, file position, lseek change, file current position, value position pointer, lseek parameter file, file value returned"
480,"character device, device character, device character device, block device character, character, block device, device, characterdevice driver"
481,"transition, state, diagram, state process, state diagram, event shown, shown transition, sequence event shown"
482,"switch, omega, omega network, crossbar switch, crossbar, switch omega, switch omega network, switching"
483,"pid, table given, table given pid, process table given, identifies process, code searching, pid use, given pid"
484,"multilevel, feedback queue, multilevel feedback queue, multilevel feedback, feedback, queue, queue scheduling, multilevel queue"
485,"redirection, redirected, input, output, input output, output program input, output redirected, input output redirection"
486,"computer, personal computer, personal, million people, early personal, early personal computer, company university, early"
487,"commandready bit, commandready, busy bit, busy, host set, bit command, dataout register, dataout"
488,"migration, computation migration, computation, process migration, migration process migration, migration process, computation migration process, data migration"
489,"encryption, individual file, bitlocker, file entire, encrypted, efs, file entire volume, content read unauthorized"
490,"port set, port, message port, message, message port set, passed message, received, operation object"
491,"pipe, child, pipe parent, end pipe, inherit, write end, child process, writing pipe"
492,"ntos, layer ntos, executive, layer, kernel layer ntos, kernel layer, ntos kernel, ntoskrnl exe"
493,"strategy, strategy system, applicable, situation, relocated strategy, way strategy applicable, strategy situation section, strategy sufficient"
494,"edu, yale, yale edu, www, eric, edu server, yale university, eric yale"
495,"granted immediately request, arrives request, arrives request granted, thread arrives, thread arrives request, request thread arrives, request thread, request granted"
496,"multicomputers, multiprocessor multicomputers, multiprocessor, system multiprocessor, perspective, distributed system, precisely, multicomputers like"
497,"moore, law, moore law, transistor, number transistor, exponential growth, intel cofounder gordon, double month"
498,"create window, view created, function createprocess, createprocess, process creation, win, window, creation"
499,"field, field important field, field important, important field, field needed, fourth field field, field present finally, lpfnwndproc long research"
500,"router, packet, destination, need packet, need packet need, packet need, packet router, destination network"
501,"policy mechanism, separation, separation policy mechanism, separation policy, policy, mechanism policy, policy mechanism important, mechanism important"
502,"fat, exfat, fat file, fat fat, extension fat, exfat modern, msdos fat file, msdos"
503,"unlink, deleted, removed unlink, file deleted, link, removed, link file, unlink link"
504,"sorted, fifo, list, fifo ordering, request list, lifo, ordering, list sorted"
505,"pipe, write program unix, unix window pipe, program unix window, window pipe, pipe write program, function described, shell pipeline"
506,"grouped, category, file grouped, category file, divided category, file directory, convenience, directory"
507,"memory barrier, application error, memory management management, protected memory, management management, store operation, barrier, memory protection"
508,"database, database example, database record, database system, adapter, image recorded, engine described salomie, important example small"
509,"executed executed, executed executed executed, executed, fully executed, executed fully executed, executed fully, shown figure code, figure code"
510,"chapter process, chapter process chapter, chapter, process chapter, process chapter process, chapter system, variety reason chapter, issue responds quickly"
511,"kernel buffer, packet, copied, packet copied, copy packet, kernel copy, buffer step, destination cpu"
512,"token, access token, token thread, process access token, token process, token belonging user, token effective, token belonging"
513,"transaction, target, submits, target transaction, rewrite transaction, receiving process, objecta, submits kernel"
514,"owned user read, process owned user, process owned, owned user, user read, access file, say process owned, user read file"
515,"readerwriter, readerwriter lock, lock, slim, reader writer, reader, writer, lock favor reader"
516,"bus, bus bus, typical bus structure, typical bus, bus structure, wire, bus architecture, method speed"
517,"version version, version version version, version, version beginning version, version beginning, beginning version, beginning version version, beginning"
518,"proc, proc file, entry proc, kernel module, prochello, module, procjiffies, entry proc file"
519,"synchronous, gelernter, asynchronous, synchronous asynchronous, carriero, asynchronous communication, communication, carriero gelernter"
520,"graph, resource graph, allocation graph, resource allocation graph, resource, example resource, resource allocation, resource graph resource"
521,"fig model, model fig, model fig model, model, model illustrated, fig, fig model fig, model shown fig"
522,"thrashing, prevent thrashing, thrashing stop, prevent thrashing thrashing, paging executing, time paging executing, thrashing thrashing, time paging"
523,"music, music perceptible, importance, perceptible, launcher, android, foreground, android process"
524,"stack, return address, pushed, pushed stack, pop, activation record, address pushed stack, return"
525,"sign, computing, computer, period time prototype, russian said time, software mind, productivity decade, productivity decade time"
526,"byte page, byte, page byte, byte page msec, page msec load, msec load, page msec, byte page byte"
527,"parameter, createprocess, parameter passed createprocess, passed createprocess, startupinfo, parameter passed, createprocess parameter, handle creator"
528,"resident monitor, resident, control card, monitor, card, control, transfer control, resident monitor program"
529,"gdt, ldt, ldt gdt, selector, descriptor table, descriptor, segment, gdt entry"
530,"optimization, obviously going problem, optimized code bigger, method produce, notwithstanding place, optimization complex optimization, method produce accurate, optimization harm"
531,"graph, graph figure, edge graph, consider graph figure, consider graph, graph shown figure, figure graph, graph shown"
532,"interrupt, interrupt remapping, remapping, guest, virtual machine interrupt, instance guest, machine interrupt, suppose instance guest"
533,"malware, criminal, spread, piece malware checked, purpose company release, program combat, publicized newspaper large, malware vastly"
534,"example example, example example example, accident, example, consider example, example second example, consider restaurant consider, consider restaurant"
535,"procedure, frame procedure, stack contains, stack, contains frame procedure, frame procedure called, procedure call procedure, stack contains frame"
536,"gpus, gpu, likely operating run, traffic likely operating, instruction multiple data, single instruction multiple, encryption processing network, run gpus"
537,"lottery, ticket, lottery scheduling, lottery ticket, winning, ticket chosen, chance winning, ticket get"
538,"stream, write queue, driver end, queue write, read queue, read queue write, queue write queue, stream head"
539,"superblock, superblock object, inodes, information superblock, superblock object represents, superblock contains, object represents, identify filesystem type"
540,"ext, linux ext, extended file, file ext, ext file, ext linux, linux ext file, ext ext"
541,"polling, poll, busywaiting, polling busy waiting, polling busy, device ready service, busy waiting, busy"
542,"user user, consider user user, consider user, interfere consider user, incorrect idea long, user free irresistible, thing user free, user general mr"
543,"program associated, kernel provide, directly kernel, kernel, running kernel, kernel type program, kernel simplest level, kernel subsystem kernel"
544,"component, different component, level abstraction, need expensive highperformance, semantics us, expensive highperformance, expensive highperformance component, produce naming scheme"
545,"client process, client, messenger service, messenger, client process sends, message server, process sends message, message"
546,"lion, zebra, acacia, tweeter, lion zebra, acacia tree, cat, woofer"
547,"stable, cpu crash, crash, write completes, stable write, stable write completes, crash occurs, stable storage"
548,"internet, internet cafe, cafe, internet tl wide, log remote computer, incredibly rapid growth, internet cafe distant, indirectly log remote"
549,"elf, elf format, format, file main, report main, main report, file main report, command file main"
550,"starvation, starvation problem, deadlock livelock starvation, livelock starvation, starvation avoided, starvation avoided firstcome, avoided firstcome firstserved, avoided firstcome"
551,"mach, mach mach, accent operating, accent, trace ancestry accent, mellon university cmu, developed carnegie, trace ancestry"
552,"page fault, page fault kernel, fault kernel, fault, thread cause page, cause page fault, cause page, thread cause"
553,"binder, android, ipc, android binder, binder ipc, rpcs, binder framework, android operating"
554,"compression, memory compression, compressed, alternative paging, compression process, memory compression process, store manager, compressed memory"
555,"global variable, global, variable, variable global variable, variable global, local variable global, globalbufptr, local variable"
556,"counter, shift register, shift, value counter, counter counter, referenced, page referenced, number knob"
557,"alarm, alarm signal, alarm parameter, second second, alarm parameter second, parameter second, signal, second signal"
558,"elevator, elevator algorithm, scheduling disk, disk request, disk request scan, algorithm scheduling disk, elevator algorithm scheduling, world elevator"
559,"blocked, process running blocked, running blocked ready, blocked ready, running blocked, blocked state, ready, state process"
560,"user switch, user switch application, switch application, application time, away application, switch away application, switch application time, restart application"
561,"file name, name, character, name limited, file name limited, name limited character, limited character, name shorter character"
562,"input method, input, voice input, current input method, current input, application enabled, method, keyboard"
563,"external pager, pager, external, external pager notified, pager notified, external pager page, pager page, notified"
564,"data structure, structure, structure algorithm, data structure algorithm, data, like dynamic possible, possible complicated short, like dynamic"
565,"lost, data lost, storage failure, result lost, result lost data, failure, lost data, loss"
566,"queueing, sorted lba order, representation process scheduling, queue, sorted lba, lba order, queueing model, queue priority"
567,"disk partition, partition, fat, us bit disk, support disk, bit disk address, us bit, bit disk"
568,"cpuscheduling, cpuscheduling algorithm, different cpuscheduling algorithm, different cpuscheduling, algorithm, realtime cpu, realtime cpu scheduling, realtime"
569,"let consider, consider simple example, simple example, let consider simple, example let, consider simple, let, example illustrates scenario"
570,"subsystem, window subsystem, environment subsystem, subsystem model, window subsystem linux, subsystem linux, operatingsystem personality, elf binary"
571,"api, application programmer, available application programmer, api application, programmer, actual call, abi, application programming interface"
572,"chapter protection, chapter, figure chapter protection, protection figure chapter, chapter protection figure, chapter protection need, protection, protection figure"
573,"kerberos, ldap, active directory, kerberos network, kerberos network authentication, network authentication protocol, authentication protocol, authentication"
574,"zone, highmem, zone highmem, freearea, zone descriptor, free page, freearea freearea, zonedma"
575,"number page fault, number page, page fault, fault, fault frame, page fault rate, fault rate, increase number"
576,"interface keyboard, interface keyboard mouse, user interface keyboard, keyboard mouse monitor, mouse monitor, keyboard mouse, mouse, keyboard"
577,"html, httpstandards ieee, described httpstools, httpsbtrfs wiki, wiki kernel, wiki, httpstandards ieee orgaboutget, orgaboutget"
578,"wafl, wafl file, file layout, example wafl, example wafl file, file concrete example, file example optimization, file huge"
579,"release released, release, released, release released major, release released supported, alpha added, later release included, added release released"
580,"sorting, mergesort, quicksort, sorting thread, sorted, sublists, sorting algorithm, quicksort mergesort"
581,"barrier, barrier process, process approaching, barrier barrier, approaching barrier, execute barrier, process approaching barrier, approaching"
582,"node, multicomputer, node node, main ram, ram, directorybased multiprocessor, directorybased, node multicomputer"
583,"object type, type object, object type object, object, type object type, instance object type, instance object, type"
584,"contrast, contrast process, contrast window, meaning contrast, mode invoke, machine contrast, executes user mode, extension assigns meaning"
585,"solomon, solomon solomon, solomon solomon solomon, solomon solomon press, solomon press solomon, solomon press, ring solomon solomon, ring solomon"
586,"format string, format string attack, string attack, string, format, attack, attack exactly, string attack exactly"
587,"lock, contention, block containing lock, contention relatively, thread attempting, thread attempting acquire, containing lock, number thread attempting"
588,"load operating, program loading, program load operating, loading, program load, load, loaded, loaded called control"
589,"reason, reason simple, looking reason include, simple people tend, reason simple reason, blush, tend insurance, tend insurance house"
590,"interface board, ram, board, network interface, destination ram, packet, outgoing, interface"
591,"process table, ith row, process table process, processtable, ith, table process, look unmarked process, initialization thing like"
592,"page reference, reference, reference page, reference string, page reference string, reference string page, string page, string"
593,"ipsec, vpns, private network, virtual private network, virtual private, private network vpns, network vpns, widely basis virtual"
594,"cube, hypercube, diameter, corresponding node, block cube, node, excellent delay property, excellent delay"
595,"work work, work work allocationi, true step, work allocationi, allocationi finishi true, work allocationi finishi, finishi true step, allocationi finishi"
596,"mach, msg, message passing, passing, us message, sending receiving message, message passing example, function mach"
597,"java, java language, byte code, language, language like, python, java microsoft, illustrated develop"
598,"file system designed, cluster, larger file, improve, norm, system designed, hard disk, file system"
599,"listed fig, listed, one listed, one listed fig, fig listed, listed fig listed, fig listed fig, one"
600,"semantics, unix semantics, semantics section, semantics standard, unix semantics section, semantic, session semantics, implemented"
601,"acl, walter, acls, file acl, permission, entry acl, precedence, grant deny"
602,"kernel log, log buffer, kernel log buffer, log, content kernel log, content kernel, dmesg, buffer"
603,"edge, claim edge, claim, assignment edge, request edge, assignment, edge called, graph"
604,"sent server, file sends, sent server file, file sent, message server, server, sends message server, file opened"
605,"thompson, ritchie, ritchie thompson, unix ritchie, unix ritchie thompson, turing, joined dennis ritchie, joined dennis"
606,"socket, close socket, date, connection received, connection received server, connection, received server, socket client"
607,"section recall, recall section, recall, section recall section, recall section recall, section, consists multiple device, earlier example section"
608,"pnp, pnp manager, notification, manager, pnp manager sends, pnp manager support, manager support, manager sends"
609,"edition microsoft press, microsoft press, edition microsoft, ionescu window, ionescu window internals, window internals seventh, internals seventh, internals seventh edition"
610,"access device, program access device, program access, mean able write, need access device, device unavailable, device unavailable open, remotely normally device"
611,"cf, scheduler, fair scheduler cf, scheduler cf, fair scheduler, completely fair scheduler, completely fair, fair"
612,"voltage, cutting voltage, power, cutting, power consumption, energy, consumption, consumption cpu"
613,"suspended, suspend, thread suspended, suspending, thread task, resume, resuming thread, suspend resume thread"
614,"discussed, discussed section, section discussed, discussed section logical, agreed discussed, agreed discussed section, course controversy, controversy everybody agreed"
615,"read value, writes, read writes, write, write move, write move byte, poll read instead, old loop"
616,"committed, transaction, completed, completed transaction, logfile service, log, logfile, transaction completed"
617,"hole, fit, hole process, compaction, available memory, worst fit require, hole process inevitable, flag fit best"
618,"java, art, bytecode, dalvik, jni, native library, virtual machine java, dalvik bytecode"
619,"safety, safety algorithm, sequence satisfies safety, sequence satisfies, satisfies safety, safe, satisfies, sequence"
620,"special file, entry byte, field, padding, character special file, actual file, character special, length"
621,"fig process, process illustrated fig, process illustrated, process fig process, fig process illustrated, procedure fig, illustrated fig, fig note"
622,"table entry, entry shown fig, entry shown, bit page table, valid invalid bit, page table entry, invalid bit, valid invalid"
623,"goal, goal achieved, goal meet, right bat ultimate, requirement divided basic, set clear goal, known goal, goal little bit"
624,"error, abnormally, error message, terminate abnormally, program terminated, error case, terminate, object program error"
625,"shell, background, running background, shell wait, command, wait, process finish, interpret command"
626,"linker, linker combine, executable, object file, executable file, binary executable file, combine, binary executable"
627,"user mode, mode, mode bit, subset, mode permit, mode added process, user mode performed, mode usermonitor mode"
628,"processing core, percent parallel, processing, core, speedup, amdahls law, amdahls, percent"
629,"concurrently, execute concurrently, process execute concurrently, process execute, subprocesses, execute, site, site node"
630,"exponential, average, exponential average, maximum value, exponential average following, implemented trick determining, following formula initial, formula initial defined"
631,"us fast inexpensive, legal cost probably, us addition addition, add list possibility, cheap legal cost, addition internal us, exceeded expensive, different us fast"
632,"inode, inodes, block inode, data block, inode block, use inodes like, group file parent, given inode possible"
633,"long process, mean process, partially complete execution, process involved work, short lived, second preventing process, short lived run, process twice"
